video_id,date,channel_id,channel_title,category_id,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_enabled,ratings_disabled,description
I ASKED HER TO BE MY GIRLFRIEND...,2020-08-11T19:20:14Z,UCvtRTOMP2TqYqu51xNrqAzg,Brawadis,22,2020-08-12T00:00:00Z,brawadis|prank|basketball|skits|ghost|funny videos|vlog|vlogging|NBA|browadis|challenges|bmw i8|faze rug|faze rug brother|mama rug and papa rug,1514614,156908,5855,35313,https://i.ytimg.com/vi/3C66w5Z0ixs/default.jpg,FALSE,FALSE,"SUBSCRIBE to BRAWADIS â–¶ http://bit.ly/SubscribeToBrawadis

FOLLOW ME ON SOCIAL
â–¶ Twitter: https://twitter.com/Brawadis
â–¶ Instagram: https://www.instagram.com/brawadis/
â–¶ Snapchat: brawadis

Hi! Iâ€™m Brandon Awadis and I like to make dope vlogs? pranks? reactions? challenges and basketball videos. Donâ€™t forget to subscribe and come be a part of the BrawadSquad!"
